,model,weight_g,weight_oz,OS,internal_memory,audio_jack,GPS,battery_mah,display_resolution_inches,screen_to_body_ratio_%,length_mm,width_mm,thickness_mm,GPU_new,brand_idx,GPS_new,primary_cam_MP,secondary_cam_MP,gprs,edge,sim,ppi,memory_card,battery_removable,indian_price,ram
4848,5700,115.0,4.06,10,38.0,0,0,900.0,2.2,27.8,108.0,50.0,17.0,0,44,0,2.0,0.0,-99999.0,-99999.0,1,390,128,1,13327.2,8
4849,5070,88.0,3.1,0,4.0,0,0,860.0,1.87,23.6,105.4,44.3,18.6,0,44,0,0.0,0.0,-99999.0,-99999.0,1,225,128,1,3702.0000000000005,6
4850,E90,210.0,7.41,10,128.0,0,1,1500.0,4.0,50.6,132.0,57.0,20.0,0,44,1,3.15,0.0,1.0,1.0,1,210,128,1,29616.000000000004,4
4851,E65,115.0,4.06,10,50.0,0,0,950.0,2.2,29.1,105.0,49.0,15.5,0,44,0,2.0,0.0,-99999.0,-99999.0,1,210,128,1,9625.2,6
4852,E61i,150.0,5.29,10,60.0,0,0,1500.0,2.8,29.6,117.0,70.0,13.9,0,44,0,2.0,0.0,1.0,-99999.0,1,225,128,1,14808.000000000002,8
4853,N77,114.0,4.02,10,20.0,0,0,1100.0,2.4,32.1,111.0,50.0,18.8,0,44,0,2.0,0.0,-99999.0,-99999.0,1,210,128,1,11106.000000000002,6
4854,6110 Navigator,125.0,4.41,10,40.0,0,1,900.0,2.2,30.3,101.0,49.0,20.0,0,44,1,2.0,0.0,-99999.0,-99999.0,1,210,128,1,17029.2,8
4857,3110 classic,87.0,3.07,0,9.0,0,0,1020.0,1.8,20.6,108.5,45.7,15.6,0,44,0,1.3,0.0,-99999.0,-99999.0,1,390,128,1,7404.000000000001,4
4858,N76,115.0,4.06,10,26.0,1,0,700.0,2.4,32.2,106.5,52.0,13.7,0,44,0,2.0,0.0,-99999.0,-99999.0,1,410,128,1,13327.2,8
4860,6290,115.0,4.06,10,45.0,0,0,950.0,2.2,31.9,94.0,50.0,20.8,0,44,0,2.0,0.0,-99999.0,-99999.0,1,410,128,1,14067.6,8
4865,N75,123.5,4.34,10,40.0,0,0,800.0,2.4,36.1,95.0,52.0,20.0,0,44,0,2.0,0.0,-99999.0,-99999.0,1,390,128,1,19250.4,6
4867,5200,104.0,3.67,0,5.0,0,0,760.0,2.0,28.3,92.4,48.2,20.7,0,44,0,0.0,0.0,-99999.0,-99999.0,1,390,128,1,5923.200000000001,8
4874,6080,91.0,3.21,0,4.3,0,0,820.0,1.78,21.4,105.4,44.3,18.6,0,44,0,0.0,0.0,-99999.0,-99999.0,1,225,128,1,5182.8,4
4880,N72,124.0,4.37,10,20.0,0,0,970.0,2.1,24.3,109.0,53.0,21.8,0,44,0,2.0,0.0,-99999.0,-99999.0,1,410,128,1,11106.000000000002,8
4900,7360,92.0,3.25,0,4.0,0,0,760.0,1.9,24.0,105.0,45.0,18.0,0,44,0,0.0,0.0,-99999.0,-99999.0,1,410,128,1,8884.800000000001,4
5015,Shield K1,356.0,12.56,1,16.0,1,1,5200.0,8.0,66.6,221.0,126.0,9.2,6,45,1,5.0,5.0,0.0,0.0,1,225,128,0,14808.000000000002,6
5030,XDA Flame,190.0,6.7,2,2.0,0,0,1620.0,3.6,43.0,126.0,74.0,17.5,0,46,0,2.0,0.0,-99999.0,0.0,1,390,128,1,20731.2,8
5031,XDA Atom Life,145.0,5.11,2,1.0,0,0,1530.0,2.7,36.7,106.0,58.0,18.0,0,46,0,2.0,0.0,-99999.0,1.0,1,410,128,1,18510.0,8
5032,XDA Zinc,175.0,6.17,2,128.0,0,0,1300.0,2.8,38.4,109.0,58.0,22.6,0,46,0,2.0,0.0,-99999.0,0.0,1,410,128,1,17769.600000000002,8
5036,XDA Stealth,140.0,4.94,2,192.0,0,0,1300.0,2.4,30.6,110.0,53.0,22.5,0,46,0,2.0,0.0,-99999.0,0.0,1,210,128,1,18510.0,4
5039,XDA Atom Exec,140.0,4.94,2,192.0,0,0,1530.0,2.7,38.2,102.0,58.0,18.5,0,46,0,2.0,0.0,-99999.0,-99999.0,1,225,128,1,22952.4,8
5042,XDA Atom,140.0,4.94,2,128.0,0,0,1530.0,2.7,38.2,102.0,58.0,18.5,0,46,0,2.0,0.0,-99999.0,-99999.0,1,390,128,1,19250.4,6
5063,5,153.0,5.4,1,64.0,1,1,3300.0,5.5,73.0,154.2,74.1,7.3,1,47,1,0.0,16.0,1.0,1.0,2,410,128,0,37020.0,4
5064,3T,158.0,5.57,1,64.0,1,1,3400.0,5.5,73.1,152.7,74.7,7.4,1,47,1,16.0,16.0,1.0,1.0,2,225,128,0,32577.600000000002,6
5065,3,158.0,5.57,1,64.0,1,1,3000.0,5.5,73.1,152.7,74.7,7.4,1,47,1,16.0,8.0,1.0,1.0,2,210,128,0,29616.000000000004,6
5066,X,138.0,4.87,1,16.0,1,1,2525.0,5.0,71.3,140.0,69.0,6.9,1,47,1,13.0,8.0,1.0,1.0,2,390,128,0,19990.800000000003,6
5067,2,175.0,6.17,1,16.0,1,1,3300.0,5.5,73.3,151.8,74.9,9.9,1,47,1,13.0,5.0,1.0,1.0,2,410,128,0,22212.000000000004,6
5068,One,162.0,5.71,1,16.0,1,1,3100.0,5.5,71.9,152.9,75.9,8.9,1,47,1,13.0,5.0,1.0,1.0,1,225,128,0,18510.0,4
5069,R11 Plus,188.0,6.63,1,64.0,1,1,4000.0,6.0,73.0,165.8,81.5,7.8,1,48,1,0.0,20.0,1.0,1.0,2,410,128,0,37020.0,6
5070,R11,150.0,5.29,1,64.0,1,1,3000.0,5.5,72.2,154.5,74.8,6.8,1,48,1,0.0,20.0,1.0,1.0,2,225,128,0,29616.000000000004,8
5072,F3,153.0,5.4,1,64.0,1,1,3200.0,5.5,72.3,153.3,75.2,7.3,3,48,1,13.0,0.0,1.0,1.0,2,390,128,0,28135.2,4
5073,F3 Plus,185.0,6.53,1,64.0,1,1,4000.0,6.0,75.1,163.6,80.8,7.4,1,48,1,16.0,0.0,1.0,1.0,2,210,128,0,35539.200000000004,8
5074,A57,147.0,5.19,1,32.0,1,1,2900.0,5.2,68.6,149.1,72.9,7.7,1,48,1,13.0,16.0,1.0,1.0,2,210,128,0,19250.4,4
5075,F1s,160.0,5.64,1,32.0,1,1,3075.0,5.5,71.0,154.5,76.0,7.4,3,48,1,13.0,16.0,1.0,1.0,2,225,128,0,22212.000000000004,4
5076,R9s Plus,185.0,6.53,1,64.0,1,1,4000.0,6.0,75.1,163.6,80.8,7.4,1,48,1,16.0,16.0,1.0,1.0,2,225,128,0,42202.8,8
5077,R9s,145.0,5.11,1,64.0,1,1,3010.0,5.5,73.4,153.0,74.3,6.6,1,48,1,16.0,16.0,1.0,1.0,2,390,128,0,33318.0,6
5078,A37,136.0,4.8,1,16.0,1,1,2630.0,5.0,67.8,143.1,71.0,7.7,1,48,1,8.0,5.0,1.0,1.0,2,410,128,0,16288.800000000001,4
5079,A59,160.0,5.64,1,32.0,1,1,3075.0,5.5,71.0,154.5,76.0,7.4,3,48,1,13.0,8.0,1.0,1.0,2,210,128,0,21471.600000000002,8
5080,R9 Plus,185.0,6.53,1,64.0,1,1,4120.0,6.0,75.3,163.1,80.8,7.4,1,48,1,16.0,16.0,1.0,1.0,2,410,128,0,40722.0,8
5081,F1 Plus,145.0,5.11,1,64.0,1,1,2850.0,5.5,73.9,151.8,74.3,6.6,3,48,1,13.0,16.0,1.0,1.0,2,225,128,0,25914.000000000004,4
5082,F1,134.0,4.73,1,16.0,1,1,2500.0,5.0,67.6,143.5,71.0,7.3,1,48,1,13.0,8.0,1.0,1.0,2,410,128,0,17029.2,8
5084,A33,146.0,5.15,1,16.0,1,1,2400.0,5.0,67.4,142.7,71.7,7.6,1,48,1,8.0,5.0,1.0,1.0,2,210,128,0,17769.600000000002,4
5085,Neo 7,141.0,4.97,1,16.0,1,1,2420.0,5.0,67.4,142.7,71.7,7.6,3,48,1,8.0,5.0,1.0,1.0,2,210,128,0,10365.6,6
5086,R7s,155.0,5.47,1,32.0,1,1,3070.0,5.5,72.9,151.8,75.4,7.0,1,48,1,13.0,8.0,1.0,1.0,2,410,128,0,19250.4,8
5087,R7 lite,147.0,5.19,1,16.0,1,1,2320.0,5.0,67.9,143.0,71.0,6.3,1,48,1,13.0,8.0,1.0,1.0,2,410,128,0,18510.0,4
5088,R5s,155.0,5.47,1,32.0,0,1,2000.0,5.2,67.2,148.9,74.5,4.9,1,48,1,13.0,5.0,1.0,1.0,1,390,128,0,14808.000000000002,4
5090,Mirror 5,160.0,5.64,1,16.0,1,1,2420.0,5.0,67.5,143.4,71.2,7.7,1,48,1,8.0,5.0,1.0,1.0,2,410,128,0,16288.800000000001,8
5091,Joy 3,135.0,4.76,1,4.0,1,1,2000.0,4.5,63.1,132.8,66.6,9.0,3,48,1,5.0,2.0,1.0,1.0,2,225,128,1,9625.2,6
5092,R7 Plus,192.0,6.77,1,32.0,1,1,4100.0,6.0,76.6,158.0,82.0,7.8,1,48,1,13.0,8.0,1.0,1.0,2,390,128,0,31837.200000000004,4
5093,R7,147.0,5.19,1,16.0,1,1,2320.0,5.0,66.7,143.0,71.0,6.3,1,48,1,13.0,8.0,1.0,1.0,2,390,128,0,26654.4,4
5094,Neo 5 (2015),135.0,4.76,1,8.0,1,1,2000.0,4.5,64.6,131.9,65.5,8.0,3,48,1,8.0,2.0,1.0,1.0,2,225,128,0,5182.8,4
5095,Neo 5s,135.0,4.76,1,8.0,1,1,2000.0,4.5,64.6,131.9,65.5,8.0,1,48,1,8.0,2.0,1.0,1.0,2,390,128,0,11846.400000000001,4
5096,Joy Plus,125.0,4.41,1,4.0,1,1,1700.0,4.0,58.3,124.0,63.0,9.9,3,48,1,3.15,0.0,1.0,1.0,2,390,128,1,7404.000000000001,4
5097,Mirror 3,130.0,4.59,1,8.0,1,1,2000.0,4.7,64.3,137.7,68.8,8.9,1,48,1,8.0,5.0,1.0,1.0,2,225,128,1,19990.800000000003,8
5098,A31,135.0,4.76,1,8.0,1,1,2000.0,4.5,64.6,131.9,65.5,8.0,1,48,1,8.0,5.0,1.0,1.0,2,390,128,0,11106.000000000002,6
5099,R1x,130.0,4.59,1,16.0,1,1,2420.0,5.0,69.9,140.6,70.1,6.8,1,48,1,13.0,5.0,1.0,1.0,2,390,128,0,25173.600000000002,6
5101,R5,155.0,5.47,1,16.0,0,1,2000.0,5.2,67.5,148.9,74.5,4.9,1,48,1,13.0,5.0,1.0,1.0,1,210,128,0,29616.000000000004,6
5102,N3,192.0,6.77,1,32.0,1,1,3000.0,5.5,66.5,161.2,77.0,9.9,1,48,1,16.0,16.0,1.0,1.0,2,225,128,0,40722.0,6
5103,R1S,140.0,4.94,1,16.0,1,1,2410.0,5.0,68.6,142.7,70.4,7.1,1,48,1,13.0,5.0,1.0,1.0,1,210,128,0,21471.600000000002,6
5104,Neo 3,128.0,4.52,1,4.0,1,1,1900.0,4.5,64.2,132.0,65.8,9.2,3,48,1,5.0,2.0,1.0,1.0,2,390,128,1,9625.2,6
5105,Find 5 Mini,128.0,4.52,1,4.0,1,1,2000.0,4.7,65.4,137.0,68.0,7.7,3,48,1,8.0,2.0,1.0,1.0,2,390,128,1,17769.600000000002,6
5107,R1001 Joy,125.0,4.41,1,4.0,1,1,1700.0,4.0,58.3,124.0,63.0,9.9,3,48,1,3.15,0.0,1.0,1.0,2,390,128,1,7404.000000000001,6
5108,Neo 5,132.5,4.69,1,4.0,1,1,1900.0,4.5,64.2,132.0,65.8,9.2,1,48,1,5.0,2.0,1.0,1.0,1,210,128,1,10365.6,6
5109,N1 mini,150.0,5.29,1,16.0,1,1,2140.0,5.0,64.3,148.4,72.2,9.2,1,48,1,13.0,13.0,1.0,1.0,1,410,128,0,24433.2,6
5110,R3,140.0,4.94,1,8.0,1,1,2410.0,5.0,68.8,142.3,70.4,6.3,1,48,1,8.0,5.0,1.0,1.0,1,210,128,0,19990.800000000003,4
5111,Find 7,171.0,6.03,1,32.0,1,1,3000.0,5.5,72.9,152.6,75.0,9.2,1,48,1,13.0,5.0,1.0,1.0,1,410,128,1,32577.600000000002,8
5112,Find 7a,170.0,6.0,1,16.0,1,1,2800.0,5.5,72.9,152.6,75.0,9.2,1,48,1,13.0,5.0,1.0,1.0,1,410,128,1,27394.800000000003,8
5113,Neo,130.0,4.59,1,4.0,1,1,1900.0,4.5,66.4,132.0,65.8,9.2,0,48,1,5.0,2.0,1.0,1.0,2,390,128,1,11846.400000000001,4
5114,R1 R829T,140.0,4.94,1,16.0,1,1,2410.0,5.0,68.6,142.7,70.4,7.1,3,48,1,8.0,5.0,1.0,1.0,2,390,128,0,22212.000000000004,6
5115,N1,213.0,7.51,1,16.0,1,1,3610.0,5.9,68.1,170.7,82.6,9.0,1,48,1,13.0,13.0,1.0,1.0,1,410,128,0,31837.200000000004,4
5116,R819,110.0,3.88,1,16.0,1,1,2000.0,4.7,65.6,136.5,68.0,7.3,5,48,1,8.0,1.9,1.0,1.0,2,390,128,0,18510.0,8
5117,Find 5,165.0,5.82,1,16.0,1,1,2500.0,5.0,70.6,141.8,68.8,8.9,1,48,1,13.0,1.9,1.0,1.0,1,225,128,0,39981.600000000006,8
5118,U705T Ulike 2,113.0,3.99,1,16.0,1,1,2020.0,4.5,69.0,127.0,63.7,9.0,5,48,1,8.0,5.0,1.0,1.0,1,390,128,0,20731.2,4
5121,R811 Real,119.0,4.2,1,4.0,1,1,1520.0,3.5,51.5,115.2,61.5,10.9,5,48,1,3.15,0.0,1.0,1.0,2,225,128,1,11106.000000000002,4
5124,R815T Clover,141.5,4.97,1,4.0,1,1,1700.0,4.3,60.9,129.6,66.7,9.8,5,48,1,5.0,2.0,1.0,1.0,1,410,128,1,7404.000000000001,8
5147,Pixi Plus,92.5,3.25,7,8.0,1,1,1150.0,2.63,35.7,111.0,55.0,10.9,1,50,1,2.0,0.0,-99999.0,-99999.0,1,225,128,1,15548.400000000001,8
5148,Pre Plus,138.0,4.87,7,16.0,1,1,1150.0,3.1,47.9,100.5,59.5,16.9,5,50,1,3.15,0.0,-99999.0,-99999.0,1,210,128,1,12586.800000000001,8
5149,Pixi,99.5,3.53,7,8.0,1,1,1150.0,2.63,35.7,111.0,55.0,10.9,1,50,1,2.0,0.0,-99999.0,-99999.0,1,225,128,1,8884.800000000001,8
5150,Pre,133.0,4.69,7,8.0,1,1,1150.0,3.1,47.9,100.5,59.5,16.9,5,50,1,3.15,0.0,-99999.0,-99999.0,1,210,128,1,13327.2,4
5151,Treo Pro,133.0,4.69,2,100.0,1,1,1500.0,2.5,29.5,114.0,60.0,13.4,1,50,1,2.0,0.0,-99999.0,1.0,1,390,128,1,5182.8,6
5152,Centro,124.0,4.37,0,64.0,0,0,1150.0,2.25,28.5,107.2,53.5,18.6,0,50,0,1.3,0.0,-99999.0,-99999.0,1,410,128,1,5182.8,8
5153,Treo 500v,120.0,4.23,2,150.0,0,0,1200.0,2.4,26.4,110.0,61.5,16.5,0,50,0,2.0,0.0,-99999.0,0.0,1,210,128,1,6663.6,8
5154,Treo 750,154.0,5.43,2,60.0,0,0,1200.0,2.5,31.3,111.0,58.0,22.0,0,50,0,1.3,0.0,-99999.0,1.0,1,410,128,1,5923.200000000001,8
5164,Eluga Mark 2,163.0,5.75,1,32.0,1,1,3000.0,5.5,72.7,151.0,76.0,7.7,3,51,1,13.0,5.0,1.0,1.0,2,410,128,0,11106.000000000002,6
5167,Eluga Pulse X,145.0,5.11,1,16.0,1,1,3000.0,5.5,71.3,152.0,77.0,8.1,0,51,1,13.0,5.0,1.0,1.0,2,390,128,0,11846.400000000001,8
5168,Eluga Pulse,133.0,4.69,1,16.0,1,1,2200.0,5.0,67.7,143.0,71.2,8.0,0,51,1,13.0,5.0,1.0,1.0,2,225,128,0,9625.2,4
5170,P55 Novo,155.0,5.47,1,16.0,1,1,2500.0,5.5,76.4,147.9,73.8,8.2,0,51,1,13.0,5.0,1.0,1.0,2,210,128,1,7404.000000000001,8
5171,P77,126.0,4.44,1,8.0,1,1,2000.0,5.0,66.9,143.0,72.0,7.6,3,51,1,8.0,2.0,1.0,1.0,2,210,128,1,7404.000000000001,8
5180,Eluga Turbo,145.0,5.11,1,32.0,1,1,2350.0,5.0,68.0,142.4,71.2,6.9,3,51,1,13.0,5.0,1.0,1.0,2,210,128,0,10365.6,6
5182,Eluga Mark,145.0,5.11,1,16.0,1,1,2500.0,5.5,71.3,152.0,77.0,8.2,1,51,1,13.0,5.0,1.0,1.0,2,210,128,0,14808.000000000002,4
5183,Eluga Switch,141.0,4.97,1,32.0,1,1,2910.0,5.5,72.7,152.7,75.1,7.4,1,51,1,13.0,8.0,1.0,1.0,2,390,128,0,19990.800000000003,8
5187,Eluga Icon,147.0,5.19,1,16.0,1,1,3500.0,5.5,71.7,152.3,76.4,8.0,0,51,1,13.0,8.0,1.0,1.0,2,390,128,0,11846.400000000001,8
5189,Eluga L 4G,110.0,3.88,1,8.0,1,1,2000.0,5.0,68.4,142.0,71.0,6.1,1,51,1,8.0,5.0,1.0,1.0,2,210,128,0,14067.6,8
5190,Eluga S mini,135.0,4.76,1,8.0,1,1,1980.0,4.7,64.7,137.5,68.4,9.5,0,51,1,8.0,5.0,1.0,1.0,2,210,128,0,9625.2,6
5191,Eluga U2,131.0,4.62,1,16.0,1,1,2500.0,5.0,68.3,141.5,71.3,8.0,1,51,1,13.0,5.0,1.0,1.0,1,390,128,0,16288.800000000001,8
5192,Eluga S,135.0,4.76,1,8.0,1,1,2100.0,5.0,68.8,141.0,71.0,7.9,0,51,1,8.0,5.0,1.0,1.0,2,410,128,0,11106.000000000002,8
5193,P61,173.8,6.14,1,16.0,1,1,2800.0,6.0,72.8,162.7,83.8,8.2,0,51,1,8.0,2.0,1.0,1.0,2,390,128,0,14067.6,4
5195,T40,117.0,4.13,1,8.0,1,1,1500.0,4.0,57.8,126.0,62.5,9.0,0,51,1,5.0,2.0,1.0,1.0,2,210,128,1,6663.6,4
5196,P55,148.0,5.22,1,4.0,1,1,2500.0,5.5,72.3,149.7,77.0,7.9,0,51,1,8.0,2.0,1.0,1.0,2,390,128,1,8884.800000000001,4
5197,Eluga I,155.0,5.47,1,8.0,1,1,2000.0,5.0,63.7,147.1,73.6,9.0,0,51,1,8.0,2.0,1.0,1.0,2,410,128,1,10365.6,6
5198,Lumix Smart Camera CM1,204.0,7.2,1,16.0,1,1,2600.0,4.7,66.1,135.4,68.0,21.1,1,51,1,20.1,1.1,1.0,1.0,1,210,128,0,61453.200000000004,8
5199,Eluga A,115.0,4.06,1,4.0,1,1,2000.0,5.0,66.5,143.8,72.0,9.2,1,51,1,8.0,1.3,1.0,1.0,2,410,128,1,8884.800000000001,8
5202,T31,120.0,4.23,1,4.0,1,1,1300.0,4.0,58.0,122.0,64.4,11.2,3,51,1,3.15,0.0,1.0,1.0,2,225,128,1,5182.8,8
5203,T21,140.0,4.94,1,4.0,1,1,1700.0,4.5,64.1,132.0,66.0,9.8,0,51,1,8.0,2.0,1.0,1.0,2,225,128,1,12586.800000000001,4
5204,P11,160.0,5.64,1,4.0,1,1,2000.0,5.0,65.3,143.9,73.3,9.7,1,51,1,8.0,2.0,1.0,1.0,2,410,128,1,14808.000000000002,8
5205,T11,120.0,4.23,1,4.0,1,1,1500.0,4.0,63.7,112.6,63.5,9.2,5,51,1,5.0,0.0,1.0,1.0,2,210,128,1,8884.800000000001,8
5206,P51,135.0,4.76,1,4.0,1,1,2500.0,5.0,63.8,144.0,75.0,8.5,5,51,1,8.0,1.3,1.0,1.0,2,210,128,0,32577.600000000002,6
5207,P41,133.0,4.69,1,8.0,1,1,2000.0,5.0,67.3,142.4,71.9,8.2,3,51,1,8.0,2.0,1.0,1.0,2,225,128,1,12586.800000000001,4
5208,Eluga Power,133.0,4.69,1,8.0,1,1,1800.0,5.0,72.4,136.0,70.0,9.6,1,51,1,8.0,0.0,1.0,1.0,1,225,128,0,37020.0,6
5210,Toughpad FZ-A1,952.5,2.1,1,16.0,1,1,4590.0,10.1,55.5,266.7,213.4,17.8,0,51,1,5.0,2.0,0.0,0.0,1,410,128,0,66636.0,4
5257,Breeze IV,102.0,3.6,0,256.0,0,0,1030.0,3.0,45.3,106.4,53.1,17.5,0,52,0,3.15,0.0,1.0,1.0,1,210,128,1,11846.400000000001,4
5259,Discover,135.0,4.76,1,16.0,1,1,2100.0,4.8,69.0,134.2,68.6,9.1,1,52,1,12.6,2.0,1.0,1.0,1,410,128,1,27394.800000000003,6
5260,Vega R3 IM-A850L,168.5,5.93,1,16.0,1,1,2600.0,5.3,72.0,144.7,74.3,10.0,1,52,1,13.0,2.0,1.0,1.0,1,225,128,1,40722.0,8
5261,Flex  P8010,132.0,4.66,1,8.0,1,1,1830.0,4.3,58.5,129.8,67.1,7.9,1,52,1,8.0,2.0,1.0,1.0,1,410,128,1,17029.2,8
5264,Vega Racer 2 IM-A830L,134.1,4.73,1,16.0,1,1,2020.0,4.8,69.6,132.4,68.9,9.4,1,52,1,8.0,2.0,1.0,1.0,1,410,128,1,25173.600000000002,4
5265,Vega LTE EX IM-A820L,136.2,4.8,1,16.0,1,1,1830.0,4.5,62.5,134.5,69.8,9.7,0,52,1,8.0,0.0,1.0,1.0,1,210,128,1,17029.2,4
5266,Burst,122.5,4.3,1,16.0,1,1,1650.0,4.0,57.6,126.5,62.5,11.4,1,52,1,5.0,0.0,1.0,1.0,1,390,128,1,19990.800000000003,4
5267,Element,469.8,1.03,1,16.0,1,1,6400.0,8.0,60.1,212.3,155.4,10.7,1,52,1,5.0,2.0,1.0,1.0,1,225,128,0,16288.800000000001,4
5270,Pocket P9060,132.1,4.66,1,600.0,1,1,1650.0,4.0,55.4,114.7,78.0,11.3,0,52,1,5.0,0.0,1.0,1.0,1,410,128,1,20731.2,8
5272,Pursuit II,127.0,4.48,0,217.0,0,1,1000.0,2.8,39.4,101.0,61.0,15.0,0,52,1,2.0,0.0,-99999.0,-99999.0,1,210,128,1,14808.000000000002,6
5274,Breeze III,102.0,3.6,0,80.0,0,0,920.0,2.2,29.7,99.0,51.0,19.0,0,52,0,1.3,0.0,1.0,1.0,1,225,128,1,11106.000000000002,4
5284,Ease,99.2,3.49,0,50.0,0,1,1000.0,3.2,44.2,113.8,57.9,14.2,0,52,1,2.0,0.0,-99999.0,-99999.0,1,225,128,1,13327.2,8
5286,Impact,125.0,4.41,0,80.0,0,0,950.0,2.6,34.9,106.0,52.0,17.8,0,52,1,2.0,0.0,-99999.0,-99999.0,1,390,128,1,12586.800000000001,8
5288,Matrix Pro,122.0,4.3,2,256.0,0,1,1320.0,2.4,33.2,105.9,50.8,21.6,0,52,1,2.0,0.0,-99999.0,-99999.0,1,410,128,1,15548.400000000001,8
5289,Slate,91.0,3.21,0,20.0,0,1,950.0,2.2,22.2,107.0,64.0,10.0,0,52,1,1.3,0.0,-99999.0,-99999.0,1,390,128,1,7404.000000000001,8
5291,Duo,110.0,3.88,2,128.0,1,0,1320.0,2.2,29.4,102.0,50.0,19.9,0,52,0,1.3,0.0,-99999.0,-99999.0,1,410,128,1,8144.400000000001,8
5349,S308,125.0,4.41,1,4.0,1,1,1400.0,4.0,56.0,126.0,64.5,9.7,0,53,1,5.0,0.0,-99999.0,1.0,2,210,128,1,9625.2,8
5354,W7555,154.0,5.43,1,4.0,1,1,2400.0,4.5,59.6,136.8,68.5,13.1,0,53,1,8.0,0.0,-99999.0,1.0,2,225,128,1,16288.800000000001,8
5391,W635,157.0,5.54,1,512.0,1,1,1630.0,4.0,56.9,124.0,64.5,11.5,1,53,1,5.0,0.0,-99999.0,1.0,2,410,128,1,34058.4,6
5416,X516,103.0,3.63,0,3.0,1,0,1530.0,2.6,39.5,102.0,52.0,16.9,0,53,0,2.0,0.0,1.0,0.0,2,390,128,1,19990.800000000003,4
5418,X815,139.0,4.9,0,47.0,1,1,1530.0,3.2,46.3,113.3,55.6,14.6,0,53,1,5.0,0.0,1.0,1.0,2,390,128,1,25914.000000000004,8
5422,Xenium X713,126.5,4.44,0,47.0,1,1,1530.0,3.2,46.9,113.3,54.8,14.5,0,53,1,3.15,0.0,-99999.0,1.0,2,390,128,1,20731.2,6
5439,V900,153.5,5.4,1,40.0,1,1,1450.0,3.5,48.6,115.0,62.4,13.2,0,53,1,3.15,0.0,-99999.0,-99999.0,1,390,128,1,34798.8,6
5448,Xenium X501,129.0,4.55,0,60.0,0,0,1800.0,2.2,28.9,110.0,47.2,15.3,0,53,0,2.0,0.0,-99999.0,-99999.0,1,210,128,1,10365.6,6
5449,Xenium K700,97.0,3.42,0,48.0,1,0,1000.0,2.8,42.5,101.0,52.0,13.2,0,53,0,3.15,0.0,-99999.0,-99999.0,1,210,128,1,15548.400000000001,6
5453,Xenium X830,120.0,4.23,0,47.0,0,0,1530.0,3.0,46.0,105.0,53.0,15.5,0,53,0,5.0,0.0,-99999.0,-99999.0,1,225,128,1,18510.0,6
5459,X810,136.0,4.8,0,64.0,0,0,1050.0,2.8,51.2,103.5,42.1,13.5,0,53,0,3.15,0.0,-99999.0,-99999.0,1,210,128,1,15548.400000000001,6
5461,Xenium X600,110.0,3.88,0,10.0,0,0,1100.0,2.2,30.3,96.8,52.0,16.5,0,53,0,2.0,0.0,-99999.0,-99999.0,1,225,128,1,13327.2,4
5464,Xenium X530,95.0,3.35,0,32.0,0,0,950.0,2.2,32.1,99.1,47.1,18.7,0,53,0,2.0,0.0,-99999.0,-99999.0,1,210,128,1,11846.400000000001,4
5465,X710,114.0,4.02,0,20.0,0,0,1900.0,2.4,32.2,113.0,49.0,16.0,0,53,0,3.15,0.0,-99999.0,-99999.0,2,410,128,1,13327.2,4
5466,X620,120.0,4.23,0,80.0,0,0,1530.0,2.4,32.4,110.0,50.0,15.0,0,53,0,3.15,0.0,-99999.0,-99999.0,1,410,128,1,14067.6,6
5469,X500,110.0,3.88,0,10.0,0,0,1720.0,1.8,22.8,105.6,42.4,17.9,0,53,0,1.3,0.0,-99999.0,-99999.0,1,410,128,1,11106.000000000002,6
5474,X800,99.0,3.49,0,47.0,0,0,1250.0,2.8,42.2,101.0,52.4,16.3,0,53,0,2.0,0.0,-99999.0,-99999.0,1,390,128,1,27394.800000000003,8
5487,Xenium 9@9k,108.0,3.81,0,2.0,0,0,1790.0,1.8,23.3,104.3,42.0,18.7,0,53,0,0.0,0.0,-99999.0,0.0,1,225,128,1,11106.000000000002,8
5692,MultiPad 4 Quantum 9.7 Colombia,621.0,1.37,1,16.0,1,0,8000.0,9.7,65.2,241.5,185.0,9.2,3,54,0,5.0,2.0,0.0,0.0,1,410,128,0,14808.000000000002,4
5693,MultiPad 4 Ultra Quad 8.0 3G,450.0,0.99,1,16.0,1,1,4600.0,8.0,61.7,204.3,157.2,9.8,5,54,1,5.0,2.0,1.0,1.0,1,225,128,0,14067.6,8
5702,MultiPhone 5400 Duo,132.0,4.66,1,4.0,1,1,1700.0,4.0,56.9,126.0,63.5,9.9,0,54,1,8.0,0.0,1.0,1.0,2,390,128,1,8884.800000000001,6
5703,MultiPhone 5300 Duo,140.0,4.94,1,4.0,1,1,2100.0,5.3,68.2,147.0,77.2,9.9,1,54,1,8.0,1.2,1.0,1.0,2,390,128,1,13327.2,6
5704,MultiPhone 5044 Duo,130.0,4.59,1,4.0,1,1,2000.0,5.0,65.1,145.0,73.0,8.6,5,54,1,8.0,2.0,1.0,1.0,2,210,128,1,14808.000000000002,4
5705,MultiPhone 5000 Duo,199.0,7.02,1,4.0,1,1,2200.0,5.0,60.7,148.5,79.0,10.2,5,54,1,5.0,0.0,1.0,1.0,2,210,128,1,11106.000000000002,4
